     1.000000    0.000599
     0.995131    0.001754
     0.986707    0.003748
     0.976965    0.006049
     0.966148    0.008589
     0.954579    0.011280
     0.942591    0.014034
     0.930397    0.016794
     0.918074    0.019543
     0.905673    0.022268
     0.893233    0.024964
     0.880771    0.027626
     0.868298    0.030250
     0.855819    0.032836
     0.843336    0.035381
     0.830849    0.037884
     0.818360    0.040345
     0.805867    0.042763
     0.793372    0.045137
     0.780872    0.047467
     0.768367    0.049753
     0.755857    0.051993
     0.743343    0.054189
     0.730824    0.056339
     0.718301    0.058443
     0.705774    0.060500
     0.693249    0.062511
     0.680731    0.064471
     0.668223    0.066379
     0.655728    0.068232
     0.643244    0.070026
     0.630773    0.071758
     0.618312    0.073428
     0.605863    0.075031
     0.593421    0.076567
     0.580979    0.078033
     0.568535    0.079430
     0.556088    0.080758
     0.543636    0.082017
     0.531180    0.083206
     0.518722    0.084326
     0.506262    0.085376
     0.493806    0.086355
     0.481363    0.087262
     0.468938    0.088093
     0.456534    0.088844
     0.444153    0.089512
     0.431794    0.090094
     0.419454    0.090586
     0.407134    0.090984
     0.394824    0.091286
     0.382505    0.091491
     0.370162    0.091602
     0.357791    0.091624
     0.345388    0.091561
     0.332959    0.091417
     0.320508    0.091196
     0.308042    0.090904
     0.295587    0.090547
     0.283210    0.090124
     0.270961    0.089622
     0.258857    0.089022
     0.246905    0.088308
     0.235103    0.087462
     0.223447    0.086469
     0.211933    0.085317
     0.200551    0.083990
     0.189266    0.082471
     0.178037    0.080754
     0.166846    0.078840
     0.155698    0.076735
     0.144622    0.074449
     0.133660    0.071988
     0.122856    0.069354
     0.112253    0.066547
     0.101883    0.063566
     0.091753    0.060408
     0.081906    0.057099
     0.072487    0.053706
     0.063680    0.050280
     0.055605    0.046855
     0.048303    0.043455
     0.041762    0.040093
     0.035959    0.036803
     0.030866    0.033602
     0.026421    0.030495
     0.022545    0.027502
     0.019157    0.024637
     0.016182    0.021921
     0.013556    0.019396
     0.011235    0.017093
     0.009191    0.015003
     0.007403    0.013080
     0.005844    0.011285
     0.004493    0.009588
     0.003329    0.007967
     0.002342    0.006405
     0.001525    0.004891
     0.000876    0.003416
     0.000392    0.001974
     0.000078    0.000573
    -0.000057   -0.000801
    -0.000016   -0.002176
     0.000197   -0.003562
     0.000597   -0.004952
     0.001186   -0.006338
     0.001947   -0.007724
     0.002875   -0.009106
     0.003972   -0.010480
     0.005240   -0.011846
     0.006689   -0.013201
     0.008329   -0.014541
     0.010173   -0.015855
     0.012252   -0.017114
     0.014609   -0.018289
     0.017285   -0.019375
     0.020335   -0.020372
     0.023832   -0.021293
     0.027898   -0.022181
     0.032647   -0.023133
     0.038122   -0.024184
     0.044348   -0.025241
     0.051428   -0.026225
     0.059468   -0.027080
     0.068558   -0.027792
     0.078729   -0.028392
     0.089757   -0.028944
     0.101234   -0.029425
     0.112978   -0.029796
     0.124956   -0.030059
     0.137093   -0.030217
     0.149336   -0.030277
     0.161674   -0.030245
     0.174100   -0.030130
     0.186603   -0.029940
     0.199181   -0.029684
     0.211828   -0.029372
     0.224536   -0.029011
     0.237302   -0.028608
     0.250125   -0.028170
     0.263003   -0.027706
     0.275932   -0.027224
     0.288899   -0.026731
     0.301883   -0.026237
     0.314877   -0.025748
     0.327882   -0.025264
     0.340896   -0.024785
     0.353919   -0.024309
     0.366948   -0.023834
     0.379984   -0.023361
     0.393022   -0.022888
     0.406057   -0.022413
     0.419092   -0.021937
     0.432129   -0.021460
     0.445168   -0.020981
     0.458208   -0.020501
     0.471250   -0.020021
     0.484293   -0.019540
     0.497336   -0.019060
     0.510379   -0.018580
     0.523422   -0.018100
     0.536466   -0.017621
     0.549510   -0.017142
     0.562554   -0.016663
     0.575599   -0.016185
     0.588644   -0.015706
     0.601689   -0.015227
     0.614734   -0.014748
     0.627779   -0.014269
     0.640824   -0.013790
     0.653869   -0.013311
     0.666914   -0.012832
     0.679959   -0.012353
     0.693004   -0.011874
     0.706049   -0.011395
     0.719095   -0.010916
     0.732140   -0.010436
     0.745186   -0.009957
     0.758231   -0.009478
     0.771277   -0.008999
     0.784323   -0.008520
     0.797368   -0.008041
     0.810414   -0.007562
     0.823459   -0.007083
     0.836504   -0.006604
     0.849548   -0.006125
     0.862590   -0.005646
     0.875628   -0.005167
     0.888659   -0.004688
     0.901673   -0.004210
     0.914656   -0.003734
     0.927572   -0.003259
     0.940355   -0.002790
     0.952908   -0.002329
     0.964991   -0.001885
     0.976239   -0.001472
     0.986316   -0.001102
     0.994996   -0.000783
     1.000000   -0.000599
